"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.813","3.21","9.576","10.843","12.626","18.082","20.624","16.277","18.034","17.006","16.026","15.065","14.073","13.037","12.145","11.213","10.326","11.846","13.051","14.916","16.587","18.322","19.934","21.728","23.605","25.468","27.879","29.96","23.345","21.986","23.508","23.344",
"American Samoa","ASM","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.272","17.613","17.217","16.271","14.841","14.83","14.648","13.533","12.421","11.206","12.273","11.714","11.272","10.861","10.327","9.457","9.242","8.583","10.359","11.126","10.776","10.939","11.351","12.452","11.897","11.39","11.478","10.678","10.589","13.129","9.809","7.35",
"Austria","AUT","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.405","3.993","4.571","5.248","6.166","6.512","7.331","7.606","6.382","5.578","5.794","6.538","6.746","11.863","10.304","9.739","9.645","8.598","10.093","9.375","9.089","9.254","10.02","9.929","10.013","10.214","8.711","9.369","7.782","9.496","11.272","9.269",
"Azerbaijan","AZE","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.989","3.975","9.906","13.836","15.766","17.614","19.682","21.532","23.549","25.369","25.724","24.744","20.907","21.268","16.177","14.214","11.403","11.764","14.509","13.286","14.978","16.005","15.558","15.562","15.478","15.351","15.007","14.566","14.1","20.534","16.452","15.665",
"Burundi","BDI","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.215","3.223","3.256","3.212","3.208","3.183","3.112","3.04","3.045","3.015","2.97","2.931","2.941","2.882","2.882","2.835","2.156","1.434","1.484","1.536","1.605","1.685","1.785","1.918","1.774","1.583","1.393","1.2","1.006","1.408","1.348","1.249",
"Belgium","BEL","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2","15.241","19.692","23.413","23.72","24.428","25.725","23.059","22.449","18.155","16.632","15.184","17.498","19.497","22.047","22.549","20.858","18.718","22.485","22.352","18.741","18.874","22.477","22.316","20.047","18.13","18.067","15.268","12.31","15.121","16.162","14.347",
"Benin","BEN","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.746","0.722","0.705","0.706","0.686","0.681","0.667","0.66","0.644","0.63","0.617","0.602","0.855","1.097","1.361","1.601","1.843","2.117","2.414","2.695","5.761","5.553","5.336","5.191","5.124","4.927","4.715","4.532","4.548","5.249","5.155","4.983",
"Burkina Faso","BFA","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.59","4.664","4.57","4.547","4.43","4.302","4.309","4.243","4.416","4.671","4.781","4.998","5.132","6.408","7.567","6.983","6.382","6.492","6.692","6.737","6.923","7.081","7.249","7.435","7.556","7.625","7.73","7.831","7.877","8.805","8.749","8.682",
"Bangladesh","BGD","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.166","5.242","5.24","5.239","5.297","5.327","6.425","7.579","8.716","9.952","8.801","7.434","6.007","9.434","12.83","11.972","12.499","12.883","13.157","7.674","8.623","9.569","10.521","11.784","12.984","14.112","16.389","16.436","16.494","19.022","18.424","17.673",
"Bulgaria","BGR","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.382","27.877","29.805","23.277","20.237","22.801","25.577","21.972","26.837","29.627","35.341","31.499","24.033","23.785","21.046","20.288","15.953","11.401","13.859","20.123","23.659","26.033","25.695","23.753","22.279","16.917","12.459","11.893","8.296","13.678","15.341","13.835",
"Bahrain","BHR","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.045","10.233","10.049","10.466","10.307","10.271","10.263","10.177","10.193","10.196","10.344","10.466","10.542","10.679","10.834","11.005","11.126","11.354","11.62","11.739","12.964","13.202","12.995","12.758","12.614","12.743","12.959","13.23","13.376","16.249","14.814","13.855",
"Bahamas, The","BHS","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.857","31.16","26.239","28.68","24.117","30.929","29.989","22.956","22.103","19.143","15.969","23.094","29.395","26.076","24.378","18.386","21.972","20.613","31.029","30.529","30.216","32.594","37.738","33.945","30.118","33.525","28.478","27.286","27.648","34.035","31.142","27.776",
"Bosnia and Herzegovina","BIH","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.37","40.05","42.279","44.943","46.737","48.171","49.489","51.013","52.209","54.271","55.228","57.325","59.152","61.404","63.245","65.497","63.022","51.926","52.803","61.552","60.48","64.491","59.585","65.74","67.615","59.135","51.238","45.831","37.535","42.99","40.96","38.916",
"Belarus","BLR","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.094","5.65","15.256","22.797","31.092","41.718","28.674","23.403","21.367","20.192","18.85","17.592","16.431","15.378","14.11","12.966","11.792","10.729","9.408","9.47","9.313","9.131","9.006","8.9","8.659","8.543","7.296","8.389","7.368","10.107","9.544","9.616",
"Belize","BLZ","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.357","26.362","26.601","29.259","33.752","35.206","39.583","42.057","40.282","35.437","30.94","30.49","31.976","33.714","35.398","31.14","27.148","26.12","26.276","26.297","26.434","26.534","26.674","29.451","26.038","26.504","25.989","29","32.101","37.235","35.624","34.807",
"Bermuda","BMU","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.478","5.674","5.462","5.398","4.875","4.371","3.825","4.126","4.674","4.995","5.381","5.661","5.975","6.196","6.498","6.699","7.223","7.347","6.483","6.428","6.332","4.683","5.575","6.926","8.486","7.734","7.595","6.891","7.644","16.073","8.908","8.283",
"Brazil","BRA","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.645","14.813","13.98","15.171","16.649","18.797","21.364","25.044","26.161","25.01","25.093","25.849","27.108","25.692","27.321","25.495","24.26","22.716","25.483","22.686","21.673","19.771","19.374","18.881","23.644","31.121","33.235","32.343","31.993","35.637","33.763","25.013",
"Barbados","BRB","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.287","47.336","47.306","49.581","42.385","31.68","34.547","29.285","27.16","23.848","25.647","25.576","28.009","23.756","24.714","22.539","19.542","22.059","23.371","24.72","31.189","32.375","31.513","37.176","29.458","27.658","25.438","23.958","20.861","24.887","23.107","20.775",
"Brunei Darussalam","BRN","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.929","16.333","16.469","16.832","17.11","17.235","17.212","17.361","17.62","17.76","17.93","18.345","18.729","19.108","19.637","20.406","20.88","21.493","22.248","23.239","24.111","24.742","25.387","26.157","27.469","28.472","29.722","32.978","25.277","33.512","29.306","28.713",
"Bhutan","BTN","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.074","4.067","4.001","3.979","3.951","3.861","3.777","3.697","4.315","5.949","7.578","6.995","6.385","8.373","8.29","9.519","11.863","12.908","14.337","10.851","11.207","7.023","9.771","9.826","12.424","13.17","13.829","14.554","12.647","23.701","17.61","16.751",
"Botswana","BWA","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.436","34.342","37.134","39.819","40.09","40.507","41.444","42.825","38.288","33.978","45.236","48.696","52.226","47.193","42.159","37.217","37.905","38.659","39.773","42.244","41.805","41.236","40.321","39.745","39.157","37.861","36.961","35.94","34.908","44.619","39.802","39.084",
"Central African Republic","CAF","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.412","10.61","10.699","10.763","10.766","10.851","10.912","10.831","10.758","10.606","10.909","10.962","11.055","10.945","10.968","10.848","10.808","10.68","10.926","11.666","11.363","11.266","11.159","11.184","11.356","11.321","11.205","10.869","10.92","12.177","12.037","11.929",
"Canada","CAN","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.902","14.488","14.424","13.693","13.188","13.798","15.296","13.609","12.678","11.4","11.103","11.71","11.795","11.845","10.613","10.412","10.067","10.117","12.24","12.523","12.386","12.748","12.258","11.948","11.277","11.33","9.899","9.59","9.633","19.347","12.441","8.732",
"Central Europe and the Baltics","CEB","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8818682592256","23.3668061528407","26.2126019449303","26.2119384028318","25.0431414101404","24.4260202384263","21.1095586227412","19.7379238824942","23.6838410446715","26.6585370823255","28.7531898905515","30.1129529957854","30.031046349013","28.9608034861051","27.4187742588673","24.7407544652865","19.5990184078637","17.8868859689291","21.031869127843","24.6160814594444","26.3745994023974","27.15238495956","27.7997446504478","24.534176116488","21.23358061714","18.1570965840952","15.3684313518992","13.1514119039914","12.1006481085531","14.1665346047137","15.6403071772225","13.9177985937899",
"Switzerland","CHE","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.497","4.252","5.495","6.283","4.553","4.048","3.833","6.985","5.667","3.918","5.494","3.922","8.731","7.366","9.085","7.46","7.388","7.387","8.955","8.718","7.902","7.998","8.79","8.563","8.406","8.401","7.987","7.444","7.159","8","8.756","7.235",
"Channel Islands","CHI","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.381","13.407","16.054","16.438","17.355","17.592","17.132","15.292","14.623","12.595","12.084","12.212","13.986","14.776","14.778","13.808","12.778","13.086","16.144","17.032","18.422","20.783","21.459","20.694","19.403","18.399","16.654","14.584","14.375","16.855","15.812","14.879",
"Chile","CHL","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.563","12.122","11.482","14.775","11.989","23.499","23.353","22.755","31.403","31.048","29.506","30.673","31.573","31.299","30.333","27.681","26.839","29.501","31.227","21.827","21.15","19.338","19.468","19.864","18.472","17.725","18.448","19.684","20.014","26.43","22.712","18.309",
"China","CHN","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.782","3.847","4.451","4.9","5.17","5.474","5.751","5.849","5.942","6.012","7.027","7.839","8.46","8.294","8.354","8.217","8.133","8.654","8.971","8.694","8.855","9.038","9.206","9.397","9.572","9.495","9.382","8.709","9.628","11.392","11.171","11.629",
"Cote d'Ivoire","CIV","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.05","10.112","8.779","7.455","6.097","6.029","5.953","5.959","6.293","6.612","6.936","7.242","7.554","7.733","8.024","8.256","8.524","8.711","8.954","9.126","9.51","9.528","7.554","6.054","4.546","3.011","6.167","5.489","4.807","5.58","5.518","5.198",
"Cameroon","CMR","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.748","9.757","9.879","9.72","9.737","9.743","9.75","9.761","9.783","9.813","9.812","8.998","8.177","7.357","6.627","5.801","4.998","5.827","6.673","7.547","7.345","7.134","6.935","6.728","6.788","6.863","6.937","6.991","7.055","8.01","7.881","7.748",
"Congo, Dem. Rep.","COD","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.484","4.437","4.395","4.294","4.222","4.177","4.144","4.071","4.024","3.973","3.885","3.797","3.719","3.648","3.586","4.002","4.412","4.831","5.272","5.671","6.098","6.529","6.559","6.595","6.659","6.733","6.77","6.804","6.867","8.245","7.869","7.714",
"Congo, Rep.","COG","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.382","36.561","36.834","37.143","37.12","37.303","37.617","37.703","38.027","37.944","38.207","38.398","38.692","38.809","38.89","38.843","39.159","38.796","38.645","38.702","38.854","38.64","38.886","38.675","38.888","39.01","38.778","38.712","38.517","42.409","41.046","40.434",
"Colombia","COL","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.941","24.049","20.727","23.259","20.911","27.013","27.445","32.651","41.896","44.993","34.783","35.611","33.684","33.743","31.283","28.713","26.428","27.987","29.398","28.596","26.734","25.476","24.332","22.889","22.692","23.012","23.432","24.265","25.6","33.316","32.142","28.316",
"Comoros","COM","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.633","9.34","9.348","9.399","9.192","9.191","9.039","9.009","8.938","8.759","8.818","8.754","8.687","8.62","9.55","10.507","11.508","12.429","13.44","14.435","15.447","16.497","17.498","18.607","18.587","18.474","18.425","18.409","18.447","21.11","20.179","20.004",
"Cabo Verde","CPV","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.717","20.765","20.961","20.94","21.133","21.291","21.423","21.544","21.724","21.922","22.439","22.727","23.093","23.348","23.752","24.067","24.256","24.701","25.13","25.382","26.396","27.601","28.837","30.149","31.527","32.93","34.551","31.035","32.414","38.858","36.298","35.661",
"Costa Rica","CRI","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.235","9.445","9.657","11.051","13.449","16.454","15.716","16.736","16.292","14.475","16.064","17.499","17.717","18.239","21.19","19.659","15.293","12.544","21.311","20.971","28.998","27.451","25.493","29.622","26.6","27.769","25.724","31.565","36.008","49.392","46.787","37.71",
"Caribbean small states","CSS","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3393534828437","30.944335144918","30.0794617103897","29.0638276025942","27.8095704334998","28.424764042345","28.8535181198019","29.0469606555762","29.0609279348221","27.7686699719804","27.0313688391415","27.0807315759024","27.1771061062408","25.555218510141","25.4437372005333","23.6067205761441","22.9344744935447","22.5981052678093","23.5565795343621","23.9512839633197","25.3697643594768","27.6426161705578","30.1338408897942","30.03350924831","27.6612238179432","28.1603798493609","26.3171831993436","24.4654769811361","23.8114498128812","28.1162321873506","26.8840390790693","21.8614691588411",
"Cuba","CUB","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.192","24.07","25.139","25.506","26.234","24.989","22.606","18.878","19.493","16.55","11.312","8.987","6.552","4.174","4.144","4.108","3.414","3.531","3.491","5.573","7.345","7.669","7.653","6.87","5.769","4.934","3.755","4.249","2.825","3.825","3.59","3.398",
"Curacao","CUW","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.957","5.249","8.984","7.998","7.425","8.297","8.434","7.684","14.385","13.61","10.16","7.336","8.516","9.313","14.18","10.843","9.025","9.07","13.472","16.623","20.683","26.053","36.09","34.255","30.715","31.775","22.715","16.029","14.179","11.975","16.315","18.921",
"Czechia","CZE","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.156","5.915","10.548","9.856","8.694","8.316","7.207","12.811","16.97","16.451","16.179","14.979","17.478","17.897","19.053","18.674","10.98","9.915","16.698","18.505","17.931","19.014","19.452","17.091","14.443","11.383","8.756","7.189","5.992","9.133","9.09","8.335",
"Germany","DEU","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.861","6.553","7.701","8.432","8.198","8.635","9.151","8.541","7.72","7.453","6.405","7.238","8.055","10.233","14.051","12.566","11.095","9.992","9.786","8.784","7.758","7.281","7.082","7.039","6.46","6.095","5.776","5.11","4.767","6.671","6.387","4.986",
"Djibouti","DJI","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.638","51.855","52.724","53.102","53.663","54.304","54.683","55.072","55.566","56.506","57.172","58.013","59.09","60.244","61.346","62.739","64.19","65.623","67.272","68.55","69.433","70.548","71.502","72.378","73.388","74.328","75.416","75.227","75.197","80.762","79.17","79.093",
"Dominica","DMA","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.359","12.564","14.74","10.186","12.347","12.379","9.788","7.661","10.494","6.987","9.247","5.182","8.971","7.047","8.567","7.461","7.366","10.311","11.543","13.146","14.382","14.8","13.317","12.847","11.13","10.826","11.883","9.228","9.726","10.615","10.939","9.267",
"Dominican Republic","DOM","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.538","19.346","19.593","19.959","20.039","20.186","20.184","20.354","20.486","20.651","21.928","19.36","19.343","20.539","18.563","17.687","19.443","17.357","20.467","15.709","19.451","19.76","27.185","20.876","24.28","25.915","19.667","23.046","22.684","20.78","25.579","25.144",
"Algeria","DZA","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.805","27.362","30.766","34.037","40.943","38.12","35.441","37.402","39.855","42.212","40.122","40.515","39.84","29.999","30.365","26.132","33.633","33.76","34.976","37.583","35.276","40.145","41.054","39.169","44.583","43.634","44.112","44.406","44.629","50.801","48.193","47.805",
